"id","user_id","post_id","created_at"
"249","117","162","2025-05-03 16:12:47"
"250","120","162","2025-05-03 16:17:09"
"251","122","166","2025-05-03 16:53:34"
"252","117","165","2025-05-03 16:53:40"
"253","117","164","2025-05-03 16:53:41"
"254","117","166","2025-05-03 16:53:47"
